Tamano 10,Tamano 20,Tamano 30,Tamano 40,Tamano 50,Tamano 60,Tamano 70,Tamano 80,Tamano 90,Tamano 100,Tamano 110,Tamano 120,Tamano 130,Tamano 140,Tamano 150,Tamano 160,Tamano 170,Tamano 180,Tamano 190,Tamano 200,Tamano 210,Tamano 220,Tamano 230,Tamano 240,Tamano 250,Tamano 260,Tamano 270,Tamano 280,Tamano 290,Tamano 300,Tamano 310,Tamano 320,Tamano 330,Tamano 340,Tamano 350,Tamano 360,Tamano 370,Tamano 380,Tamano 390,Tamano 400,Tamano 410,Tamano 420,Tamano 430,Tamano 440,Tamano 450,Tamano 460,Tamano 470,Tamano 480,Tamano 490,Tamano 500,Tamano 510,Tamano 520,Tamano 530,Tamano 540,Tamano 550,Tamano 560,Tamano 570,Tamano 580,Tamano 590,Tamano 600,Tamano 610,Tamano 620,Tamano 630,Tamano 640,Tamano 650,Tamano 660,Tamano 670,Tamano 680,Tamano 690,Tamano 700,Tamano 710,Tamano 720,Tamano 730,Tamano 740,Tamano 750,Tamano 760,Tamano 770,Tamano 780,Tamano 790,Tamano 800,Tamano 810,Tamano 820,Tamano 830,Tamano 840,Tamano 850,Tamano 860,Tamano 870,Tamano 880,Tamano 890,Tamano 900,Tamano 910,Tamano 920,Tamano 930,Tamano 940,Tamano 950,Tamano 960,Tamano 970,Tamano 980,Tamano 990,Tamano 1000,
600 , 900 , 1300 , 2000 , 3500 , 4200 , 4700 , 6400 , 7300 , 10000 , 11600 , 12300 , 14700 , 17400 , 19500 , 20900 , 23700 , 23600 , 29500 , 32400 , 35500 , 41500 , 42100 , 49700 , 51300 , 55800 , 58000 , 61700 , 65800 , 67900 , 73200 , 96200 , 85300 , 91200 , 89800 , 102900 , 102000 , 109100 , 116700 , 123700 , 130900 , 134300 , 144400 , 148100 , 158400 , 164900 , 165500 , 181000 , 184700 , 189800 , 187000 , 198200 , 222300 , 214800 , 226600 , 228100 , 248000 , 238800 , 261400 , 256100 , 280300 , 293000 , 301300 , 298600 , 321300 , 320600 , 329400 , 363300 , 355800 , 363500 , 458500 , 449900 , 421300 , 410600 , 439400 , 449800 , 470700 , 463800 , 473600 , 488600 , 484100 , 503200 , 529800 , 529800 , 525600 , 565100 , 574000 , 581100 , 576900 , 594400 , 628400 , 622500 , 650400 , 663800 , 636600 , 681800 , 690700 , 713300 , 738000 , 763500 , 
600 , 1000 , 1300 , 2100 , 2900 , 4200 , 4700 , 6400 , 7200 , 8900 , 11300 , 12600 , 16500 , 16300 , 19100 , 22700 , 26300 , 28800 , 30200 , 33000 , 35800 , 39400 , 44100 , 45800 , 51900 , 55400 , 54100 , 59800 , 67400 , 69200 , 71000 , 81600 , 81500 , 89400 , 97000 , 105700 , 109200 , 114100 , 120800 , 120800 , 130300 , 136500 , 141200 , 153000 , 151400 , 168100 , 168800 , 181300 , 177800 , 195300 , 199000 , 197900 , 219300 , 212400 , 231300 , 236500 , 241800 , 252200 , 268600 , 269300 , 273200 , 293100 , 292600 , 303900 , 309700 , 331100 , 339400 , 340900 , 350700 , 359500 , 372400 , 377600 , 378500 , 402600 , 404000 , 421600 , 417800 , 466100 , 464700 , 473800 , 497500 , 488500 , 532800 , 529900 , 557700 , 561700 , 561200 , 587000 , 616300 , 585100 , 621300 , 627500 , 628400 , 649000 , 699100 , 682900 , 713700 , 713600 , 730600 , 744600 , 
400 , 800 , 1800 , 2000 , 3100 , 4000 , 6000 , 6200 , 7100 , 10200 , 10300 , 12000 , 15500 , 18100 , 20800 , 20300 , 23400 , 26900 , 29300 , 30700 , 39000 , 40400 , 43400 , 46500 , 51400 , 56100 , 56100 , 61300 , 69100 , 72800 , 73300 , 82500 , 84300 , 89300 , 94700 , 104700 , 108100 , 108300 , 113200 , 125900 , 131800 , 135500 , 140000 , 147900 , 160200 , 158400 , 166200 , 184200 , 182300 , 196400 , 198800 , 201800 , 205100 , 218500 , 230800 , 238900 , 249500 , 249000 , 252700 , 262900 , 287000 , 297600 , 291900 , 302100 , 325600 , 312000 , 334300 , 337200 , 348200 , 373300 , 379100 , 393800 , 391000 , 403700 , 427600 , 433100 , 456600 , 463100 , 445800 , 479000 , 479300 , 505200 , 521100 , 525900 , 547000 , 544300 , 549700 , 555400 , 571900 , 612900 , 615500 , 637200 , 638300 , 678800 , 657900 , 691100 , 677900 , 717400 , 723500 , 729600 , 
400 , 900 , 1700 , 2000 , 3300 , 4100 , 4900 , 6300 , 7400 , 9500 , 11600 , 12000 , 13900 , 16900 , 19700 , 21200 , 23700 , 28100 , 30300 , 33800 , 35400 , 39700 , 41400 , 47200 , 47200 , 54500 , 57900 , 60800 , 65300 , 74000 , 74100 , 76300 , 80500 , 92500 , 94100 , 100800 , 142700 , 116200 , 113100 , 122300 , 125100 , 134200 , 137200 , 150500 , 154300 , 161800 , 165900 , 164400 , 180100 , 181100 , 216900 , 211700 , 216500 , 223300 , 234600 , 230900 , 247200 , 259900 , 255100 , 263200 , 269900 , 276400 , 281700 , 292900 , 313800 , 325900 , 342800 , 338900 , 360800 , 357500 , 381800 , 386400 , 406300 , 397300 , 417000 , 429400 , 429300 , 469000 , 453700 , 469000 , 496700 , 493200 , 514900 , 535800 , 498200 , 530500 , 573900 , 553700 , 600500 , 594200 , 623600 , 631700 , 640900 , 647400 , 672000 , 671100 , 684600 , 694100 , 713200 , 755100 , 
500 , 800 , 1400 , 2300 , 3100 , 4100 , 5100 , 6500 , 7800 , 9600 , 10500 , 12100 , 13300 , 17100 , 19400 , 20900 , 25000 , 27300 , 30300 , 33800 , 35400 , 39800 , 40200 , 47500 , 50900 , 53700 , 58300 , 60100 , 68200 , 76900 , 74100 , 80400 , 83900 , 84800 , 94600 , 105000 , 137500 , 108800 , 128300 , 125600 , 127500 , 129200 , 139900 , 149900 , 160100 , 163600 , 165900 , 171000 , 184500 , 186800 , 199600 , 212400 , 207500 , 214700 , 220600 , 230100 , 241500 , 252700 , 255100 , 272000 , 293100 , 282600 , 303400 , 305600 , 313700 , 331900 , 337500 , 351300 , 352500 , 361000 , 383700 , 382500 , 394100 , 413200 , 400500 , 419400 , 446300 , 444000 , 474000 , 481100 , 497600 , 500200 , 512900 , 522600 , 534700 , 552900 , 577100 , 569700 , 608800 , 587700 , 591200 , 619000 , 653700 , 652200 , 668900 , 675500 , 678200 , 710200 , 731900 , 755800 , 
600 , 1000 , 1600 , 2000 , 2700 , 4000 , 4900 , 6300 , 8600 , 9200 , 9900 , 13900 , 14600 , 16700 , 20300 , 21700 , 24500 , 28100 , 30000 , 34400 , 37700 , 38800 , 44600 , 43600 , 50400 , 53300 , 58000 , 59700 , 65800 , 67900 , 70700 , 84300 , 85500 , 95300 , 94000 , 100000 , 106900 , 116000 , 111300 , 120900 , 133000 , 124300 , 140000 , 151400 , 150400 , 162100 , 168200 , 174300 , 179600 , 186900 , 194300 , 200300 , 222200 , 213900 , 232700 , 249600 , 262800 , 257300 , 264700 , 265200 , 366200 , 275700 , 292600 , 318800 , 309300 , 315700 , 345800 , 352800 , 340500 , 378000 , 371300 , 373900 , 419200 , 403000 , 422400 , 437700 , 432500 , 451800 , 453900 , 483000 , 494000 , 502000 , 504800 , 518600 , 574100 , 562800 , 563500 , 573800 , 571600 , 594900 , 597500 , 627600 , 649700 , 650700 , 724100 , 847000 , 934300 , 684800 , 711100 , 745100 , 
600 , 1000 , 1500 , 2200 , 3100 , 3700 , 5300 , 6700 , 7600 , 8700 , 10700 , 13000 , 15900 , 16800 , 19900 , 22100 , 23700 , 26100 , 29000 , 31200 , 35400 , 39500 , 42100 , 43900 , 49400 , 51000 , 57500 , 73100 , 64800 , 70600 , 74900 , 79400 , 87600 , 85800 , 90900 , 98000 , 105400 , 111700 , 119400 , 117300 , 135200 , 136100 , 140900 , 144400 , 155900 , 170500 , 167400 , 172700 , 178700 , 186900 , 192200 , 209400 , 209300 , 215800 , 221600 , 249300 , 237500 , 253100 , 258900 , 259100 , 286000 , 292400 , 304100 , 302500 , 319800 , 326300 , 323500 , 339900 , 362500 , 361200 , 380400 , 380700 , 408800 , 386100 , 414300 , 420700 , 440100 , 442400 , 477900 , 474200 , 488200 , 493500 , 511800 , 536700 , 541200 , 516500 , 560200 , 561400 , 575300 , 590500 , 602000 , 608000 , 632200 , 650500 , 663500 , 676600 , 687000 , 702300 , 753800 , 712900 , 
500 , 700 , 1600 , 2300 , 2700 , 4300 , 4800 , 6200 , 8100 , 9100 , 10700 , 13500 , 15400 , 18100 , 19000 , 23300 , 25300 , 27800 , 30900 , 30600 , 33000 , 38500 , 45500 , 46500 , 55100 , 49200 , 58200 , 65200 , 64200 , 67000 , 75700 , 74100 , 86000 , 82800 , 95400 , 103200 , 105100 , 112600 , 107000 , 120600 , 126400 , 132200 , 144000 , 148200 , 161800 , 164000 , 164200 , 174300 , 182200 , 184000 , 194700 , 207500 , 214200 , 216500 , 222100 , 238600 , 229800 , 246600 , 266800 , 260800 , 284200 , 283400 , 306000 , 302300 , 308600 , 327300 , 329300 , 339100 , 360300 , 367900 , 371900 , 373800 , 402200 , 409500 , 408900 , 419300 , 440400 , 421700 , 481200 , 475200 , 492500 , 494600 , 498900 , 520100 , 507600 , 539600 , 582200 , 575100 , 591500 , 594100 , 587200 , 612200 , 629800 , 651300 , 660800 , 659000 , 692500 , 698800 , 742400 , 721100 , 
500 , 1000 , 1500 , 1900 , 3100 , 4000 , 5000 , 6000 , 7100 , 9900 , 10600 , 12500 , 15100 , 16800 , 19900 , 21300 , 23900 , 26800 , 28100 , 34000 , 34800 , 36400 , 42400 , 47900 , 49400 , 53700 , 61100 , 58700 , 66200 , 71500 , 73700 , 80900 , 84700 , 84900 , 92000 , 101200 , 107900 , 113200 , 112400 , 125100 , 130600 , 137100 , 137900 , 150000 , 151500 , 165800 , 160100 , 176000 , 180900 , 190300 , 194000 , 203200 , 210100 , 221000 , 229700 , 228100 , 237500 , 252700 , 269400 , 269100 , 281600 , 281300 , 297800 , 298700 , 320300 , 318900 , 325800 , 366000 , 363800 , 364900 , 368200 , 401000 , 416900 , 399700 , 406700 , 427100 , 436000 , 455900 , 470500 , 461300 , 488300 , 540400 , 506200 , 527700 , 528200 , 544800 , 538800 , 568000 , 595100 , 581400 , 594900 , 635200 , 622100 , 651400 , 672900 , 692300 , 670000 , 713700 , 729200 , 753100 , 
500 , 1200 , 1500 , 2200 , 2900 , 3600 , 4700 , 6200 , 7600 , 9200 , 11400 , 13100 , 15600 , 16600 , 21500 , 22000 , 24100 , 26600 , 30600 , 32600 , 33200 , 37300 , 41200 , 46000 , 51300 , 55700 , 57700 , 62100 , 74100 , 69100 , 75500 , 78900 , 92100 , 91800 , 90300 , 99200 , 105400 , 107700 , 119400 , 128600 , 126900 , 138400 , 141900 , 159500 , 152200 , 186900 , 164300 , 175200 , 175700 , 191700 , 206500 , 205900 , 206700 , 223100 , 223900 , 253100 , 247600 , 232500 , 272600 , 270000 , 277900 , 281600 , 299700 , 323000 , 318300 , 326600 , 350800 , 347500 , 354900 , 359000 , 375100 , 370500 , 406300 , 396900 , 414300 , 448800 , 435200 , 470300 , 443800 , 472900 , 491900 , 527000 , 526200 , 524200 , 522000 , 557600 , 539200 , 583300 , 648400 , 600200 , 643700 , 642600 , 647600 , 669600 , 674600 , 680700 , 709800 , 711700 , 725700 , 749000 , 
