Tamano 10,Tamano 20,Tamano 30,Tamano 40,Tamano 50,Tamano 60,Tamano 70,Tamano 80,Tamano 90,Tamano 100,Tamano 110,Tamano 120,Tamano 130,Tamano 140,Tamano 150,Tamano 160,Tamano 170,Tamano 180,Tamano 190,Tamano 200,Tamano 210,Tamano 220,Tamano 230,Tamano 240,Tamano 250,Tamano 260,Tamano 270,Tamano 280,Tamano 290,Tamano 300,Tamano 310,Tamano 320,Tamano 330,Tamano 340,Tamano 350,Tamano 360,Tamano 370,Tamano 380,Tamano 390,Tamano 400,Tamano 410,Tamano 420,Tamano 430,Tamano 440,Tamano 450,Tamano 460,Tamano 470,Tamano 480,Tamano 490,Tamano 500,Tamano 510,Tamano 520,Tamano 530,Tamano 540,Tamano 550,Tamano 560,Tamano 570,Tamano 580,Tamano 590,Tamano 600,Tamano 610,Tamano 620,Tamano 630,Tamano 640,Tamano 650,Tamano 660,Tamano 670,Tamano 680,Tamano 690,Tamano 700,Tamano 710,Tamano 720,Tamano 730,Tamano 740,Tamano 750,Tamano 760,Tamano 770,Tamano 780,Tamano 790,Tamano 800,Tamano 810,Tamano 820,Tamano 830,Tamano 840,Tamano 850,Tamano 860,Tamano 870,Tamano 880,Tamano 890,Tamano 900,Tamano 910,Tamano 920,Tamano 930,Tamano 940,Tamano 950,Tamano 960,Tamano 970,Tamano 980,Tamano 990,Tamano 1000,
1300 , 2400 , 3600 , 4700 , 6300 , 7800 , 9100 , 10900 , 12400 , 14300 , 15700 , 17900 , 19500 , 20900 , 22900 , 24900 , 26200 , 28700 , 29800 , 32200 , 34100 , 37000 , 44300 , 48300 , 49100 , 51200 , 55500 , 47900 , 49400 , 51200 , 53700 , 56300 , 57700 , 60200 , 66200 , 64100 , 64700 , 67900 , 70400 , 76900 , 74500 , 76700 , 90500 , 80300 , 81900 , 85200 , 86700 , 88900 , 90300 , 93800 , 101100 , 97600 , 100600 , 101800 , 102900 , 107300 , 108700 , 111400 , 113300 , 119000 , 117500 , 119000 , 128100 , 124900 , 126900 , 129600 , 131800 , 137900 , 134900 , 136600 , 141100 , 141100 , 144900 , 146200 , 153700 , 152400 , 160600 , 156000 , 158900 , 161200 , 167400 , 165800 , 166400 , 170500 , 173400 , 174800 , 178600 , 177300 , 190200 , 184100 , 184800 , 193800 , 191100 , 194100 , 201300 , 197900 , 201400 , 202800 , 212800 , 210700 , 
1300 , 2400 , 3700 , 5100 , 6200 , 7500 , 9200 , 11200 , 13000 , 14800 , 15900 , 18100 , 18700 , 21000 , 22500 , 25000 , 26600 , 28300 , 34800 , 32100 , 40900 , 35800 , 38300 , 40300 , 42100 , 44900 , 45100 , 47800 , 49900 , 51700 , 53900 , 55600 , 58700 , 60600 , 61300 , 65500 , 68300 , 76700 , 71400 , 73700 , 75500 , 77800 , 80300 , 81300 , 84200 , 86100 , 92200 , 96800 , 96100 , 104200 , 96000 , 98600 , 99900 , 101100 , 105400 , 105200 , 109000 , 111100 , 118200 , 115700 , 117500 , 118900 , 121500 , 123200 , 125300 , 127900 , 136600 , 138800 , 135000 , 137600 , 140400 , 142300 , 144700 , 151200 , 149200 , 151300 , 151700 , 154900 , 158800 , 164000 , 170700 , 164500 , 167800 , 169600 , 172000 , 179400 , 176100 , 180100 , 182200 , 182000 , 184800 , 199200 , 191800 , 194000 , 195700 , 198300 , 212500 , 201200 , 205700 , 207500 , 
1100 , 2100 , 3200 , 4600 , 5800 , 7500 , 9200 , 10800 , 12700 , 13900 , 16300 , 18200 , 19200 , 20600 , 30000 , 24900 , 26300 , 28100 , 30900 , 32600 , 33600 , 35900 , 37800 , 39300 , 41400 , 43100 , 45900 , 46900 , 49500 , 51300 , 59200 , 57100 , 58900 , 60100 , 62300 , 63800 , 64900 , 67600 , 69900 , 71800 , 75800 , 75800 , 78600 , 80600 , 89100 , 84900 , 87000 , 88200 , 97400 , 92900 , 94200 , 98400 , 99900 , 101700 , 109100 , 106000 , 108100 , 108700 , 113300 , 116100 , 118800 , 120000 , 121800 , 128500 , 126600 , 129000 , 137400 , 133200 , 135800 , 138100 , 144200 , 142000 , 144500 , 146800 , 149800 , 151000 , 153200 , 167400 , 158500 , 169200 , 162500 , 164800 , 165500 , 174000 , 171200 , 173300 , 176400 , 178100 , 187200 , 181900 , 194200 , 186500 , 190400 , 195700 , 195300 , 197500 , 198800 , 203800 , 209400 , 207100 , 
1100 , 2100 , 3100 , 4500 , 6100 , 14500 , 9400 , 10500 , 12300 , 14200 , 15500 , 17400 , 19600 , 21000 , 23300 , 24200 , 26300 , 29000 , 30500 , 32100 , 40700 , 44200 , 52000 , 40300 , 41900 , 43700 , 45900 , 49300 , 52200 , 56200 , 56900 , 55400 , 57400 , 59400 , 61800 , 64200 , 66000 , 67900 , 75100 , 71100 , 73600 , 75600 , 78000 , 80600 , 81700 , 84600 , 93800 , 89000 , 91200 , 96300 , 96100 , 97300 , 99200 , 101600 , 103700 , 106200 , 108300 , 110100 , 112300 , 120300 , 117200 , 120500 , 121300 , 123300 , 132600 , 128600 , 131900 , 138100 , 135100 , 136600 , 140100 , 141000 , 142900 , 148300 , 153400 , 151800 , 153500 , 154400 , 164800 , 161100 , 167800 , 164300 , 166100 , 170800 , 171400 , 172300 , 181700 , 179900 , 180800 , 189700 , 185500 , 195100 , 193300 , 193400 , 196900 , 197700 , 205100 , 202900 , 204500 , 215000 , 
1000 , 2100 , 3300 , 4700 , 6000 , 7400 , 9100 , 10700 , 12700 , 14100 , 16300 , 17900 , 19100 , 21500 , 22600 , 31000 , 37700 , 28800 , 30300 , 31800 , 34500 , 36400 , 37400 , 39900 , 40900 , 43500 , 46000 , 47400 , 49600 , 52100 , 53700 , 55700 , 58300 , 60000 , 61500 , 66800 , 75600 , 68500 , 69300 , 72300 , 73800 , 77000 , 78800 , 80000 , 82800 , 89600 , 92000 , 97500 , 97000 , 93500 , 95400 , 97400 , 100000 , 101900 , 103900 , 106600 , 109100 , 113400 , 122400 , 115900 , 116600 , 119000 , 122100 , 123200 , 125300 , 130000 , 133700 , 132700 , 134800 , 136500 , 140100 , 140800 , 143500 , 158100 , 147000 , 151200 , 153000 , 155700 , 158800 , 164100 , 161900 , 165000 , 168300 , 170400 , 170400 , 184600 , 177600 , 179800 , 180800 , 183100 , 190600 , 186900 , 190500 , 192400 , 194300 , 210000 , 200300 , 204100 , 205200 , 208300 , 
1300 , 2300 , 3200 , 4700 , 5900 , 7500 , 9400 , 10800 , 12700 , 17600 , 16900 , 17300 , 19200 , 20700 , 22300 , 23900 , 26600 , 27900 , 30400 , 31800 , 33900 , 35500 , 37800 , 40300 , 41500 , 43700 , 44500 , 47100 , 49700 , 52100 , 53800 , 55900 , 57900 , 59500 , 67300 , 64000 , 65900 , 68300 , 70200 , 71500 , 73400 , 76400 , 78800 , 92300 , 83500 , 85900 , 87600 , 100900 , 102500 , 99200 , 96600 , 98200 , 100400 , 102300 , 104300 , 106300 , 114200 , 112000 , 113800 , 115800 , 117900 , 134400 , 145900 , 133800 , 132100 , 131300 , 131300 , 133500 , 136200 , 139100 , 140600 , 147300 , 144500 , 146500 , 147600 , 152900 , 160000 , 154600 , 163300 , 161600 , 162700 , 166900 , 167800 , 170800 , 177500 , 176400 , 176300 , 185100 , 181900 , 189500 , 183600 , 187700 , 190300 , 193400 , 195300 , 199000 , 200700 , 208100 , 212400 , 217300 , 
1400 , 2300 , 3200 , 5000 , 5900 , 7700 , 9100 , 10700 , 12200 , 14400 , 15900 , 17900 , 19300 , 21300 , 23100 , 24900 , 27000 , 28400 , 30800 , 32600 , 34100 , 36300 , 37400 , 40500 , 43200 , 44300 , 46100 , 55000 , 50100 , 53600 , 53300 , 56300 , 63300 , 64700 , 62500 , 64400 , 66600 , 68300 , 70100 , 71700 , 74500 , 82000 , 83700 , 82700 , 83000 , 83400 , 86300 , 89000 , 96700 , 99800 , 95900 , 99000 , 98900 , 107300 , 104100 , 106100 , 108000 , 117300 , 111400 , 114100 , 115600 , 118600 , 121700 , 123400 , 126600 , 128700 , 130200 , 141500 , 143100 , 142400 , 138000 , 141700 , 145400 , 145200 , 148300 , 149500 , 153200 , 166400 , 169300 , 172700 , 163300 , 164700 , 172800 , 168800 , 172200 , 172800 , 176400 , 191800 , 193000 , 197900 , 187900 , 189000 , 197300 , 192600 , 197900 , 197800 , 199800 , 201600 , 205600 , 207300 , 
1300 , 2000 , 3400 , 4800 , 6100 , 7800 , 9100 , 11400 , 12600 , 14200 , 15900 , 18200 , 19100 , 21100 , 22700 , 25100 , 26300 , 28400 , 30000 , 32300 , 34300 , 36300 , 37500 , 39500 , 41500 , 43700 , 46000 , 48300 , 50600 , 52500 , 53700 , 56500 , 58000 , 59200 , 62100 , 63600 , 65400 , 68400 , 75900 , 72700 , 75100 , 77200 , 77600 , 80300 , 83900 , 85100 , 89100 , 91000 , 91900 , 93600 , 95400 , 99500 , 100600 , 102400 , 105000 , 110500 , 111000 , 111200 , 112500 , 120100 , 118100 , 119700 , 123700 , 124600 , 126000 , 130000 , 132000 , 134000 , 135800 , 137900 , 141600 , 143500 , 145200 , 147500 , 154500 , 153100 , 154900 , 157700 , 159400 , 162200 , 164000 , 166600 , 167900 , 169700 , 171900 , 173200 , 184900 , 180800 , 182100 , 198800 , 192000 , 190500 , 195200 , 195700 , 198900 , 198800 , 209100 , 205100 , 205600 , 209200 , 
1100 , 2100 , 3400 , 4500 , 6100 , 7600 , 10000 , 11100 , 12900 , 14600 , 15900 , 18200 , 20100 , 22200 , 23400 , 24900 , 26100 , 27400 , 29900 , 32000 , 34000 , 35200 , 38100 , 40400 , 49800 , 44500 , 48200 , 49100 , 50700 , 51100 , 53800 , 55800 , 57100 , 58800 , 61700 , 63100 , 64700 , 67700 , 69700 , 72200 , 74400 , 76000 , 79300 , 79800 , 82900 , 84200 , 86400 , 88900 , 91500 , 94200 , 95600 , 97600 , 106800 , 110500 , 113300 , 116100 , 112700 , 112500 , 113900 , 115000 , 117000 , 120000 , 121300 , 123700 , 125500 , 128400 , 130800 , 144400 , 148700 , 135700 , 139200 , 140800 , 143200 , 144600 , 148500 , 150700 , 153800 , 156100 , 158800 , 159900 , 163200 , 171000 , 167300 , 171000 , 171100 , 174000 , 176500 , 179900 , 183800 , 183500 , 185400 , 187800 , 196600 , 192000 , 196700 , 197700 , 202000 , 203200 , 205200 , 206500 , 
1200 , 2000 , 3300 , 4700 , 6500 , 8000 , 9700 , 11200 , 12100 , 14400 , 16400 , 17300 , 19400 , 21600 , 22600 , 24800 , 26800 , 28900 , 30100 , 32600 , 34300 , 36200 , 38200 , 40600 , 41700 , 43700 , 45000 , 48600 , 49800 , 51500 , 53300 , 56100 , 58500 , 59700 , 62500 , 64900 , 65300 , 69000 , 76200 , 72800 , 75800 , 76800 , 78600 , 81200 , 82400 , 107000 , 87200 , 89900 , 91100 , 95200 , 96900 , 99800 , 99900 , 102400 , 105300 , 105700 , 108300 , 112900 , 114100 , 122200 , 118500 , 120800 , 122700 , 124100 , 129500 , 130700 , 131200 , 134600 , 136700 , 138300 , 140000 , 143100 , 146200 , 147200 , 158300 , 151800 , 162500 , 156700 , 159900 , 161900 , 164500 , 167200 , 168400 , 171300 , 173800 , 174400 , 183700 , 181300 , 182800 , 184800 , 185400 , 189700 , 190200 , 194800 , 195700 , 210300 , 218400 , 204600 , 207000 , 221400 , 
